record_id	timestamp	operator	app_version	mode	target_sheet	row_key	specimen	individual	replicate	photo_file	img_w	img_h	quality	ruler_mm	mm_per_px	landmark	x	y	status
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	1	2598.73	1950.476	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	2	3830.476	1871.746	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	3	3127.461	1780.43	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	4	3134.603	2072.381	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	5	2724.14	1844.842	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	6	2763.637	2015.996	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	7	2729.927	1869.919	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	8	2783.952	2104.028	derived
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	9	2641.739	2136.846	derived
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	10	2892.467	1943.287	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	11	2895.768	2078.224	derived
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	12	3117.087	1906.039	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	13	2725.528	1850.855	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	14	2734.326	1888.983	seeded
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	15	2667.395	1958.914	seeded
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	16	3759.906	1810.809	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	17	3757.745	1939.014	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	18	3986.127	1633.642	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	19	3978.508	2085.705	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	20	3559.46	2326.975	clicked
AT_20260727T111349Z-00001	2026-07-27T11:16:56.320Z	AT	1.16.0	new	measurements	T-26-0002	T-26-0002	T-26-0002	1	T-26-0002.jpeg	6000	4000	1	10	0.066737	21	3709.302	2326.975	clicked
