record_id	timestamp	operator	app_version	mode	target_sheet	row_key	specimen	individual	replicate	photo_file	img_w	img_h	quality	ruler_mm	mm_per_px	landmark	x	y	status
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	1	2212	856	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	2	4278.557	845.364	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	3	3165.471	646.5	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	4	3177.79	1211.794	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	5	2350.5	770.5	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	6	2356	1023	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	7	2352.5	838.5	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	8	2360	1223.121	derived
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	9	2212.426	1224.181	derived
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	10	2660.457	992.5	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	11	2667.5	1220.942	derived
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	12	3024.5	1033.565	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	13	2351.5	787.5	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	14	2353.5	892.5	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	15	2279.499	958.894	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	16	4181.5	746.5	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	17	4187.5	964.795	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	18	4546.5	447.5	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	19	4594.5	1197.5	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	20	3089.5	1849.722	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	21	3236.833	1851.722	seeded
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	22			na
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	23			na
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	24			na
AT_20260728T064640Z-00001	2026-07-28T06:47:29.766Z	AT	1.18.0	correct	measurements	T-26-0008	T-26-0008	T-26-0008	1	T-26-0008.jpeg	6000	4000	1	10	0.067867	25			na
