record_id	timestamp	operator	app_version	mode	target_sheet	row_key	specimen	individual	replicate	photo_file	img_w	img_h	quality	ruler_mm	mm_per_px	landmark	x	y	status
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	1	2459.894	1985.407	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	2	3487.619	1963.397	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	3	2923.778	1847.835	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	4	2917.037	2114.085	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	5	2557.656	1893.86	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	6	2588.42	2038.213	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	7	2563.597	1921.738	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	8	2608.412	2132.025	derived
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	9	2496.235	2155.931	derived
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	10	2719.364	1992.849	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	11	2716.424	2109.006	derived
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	12	2880.211	1933.589	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	13	2558.727	1898.887	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	14	2568.467	1944.588	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	15	2508.033	1993.841	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	16	3415.948	1910.047	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	17	3407.557	2018.082	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	18	3650.482	1798.138	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	19	3623.392	2146.922	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	20	3347.414	2218.033	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	21	3496.408	2219.726	clicked
AT_20260727T105734Z-00001	2026-07-27T10:59:26.254Z	AT	1.16.0	new	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	3	10	0.067112	22	2666.455	1941.386	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	1	2459.894	1985.407	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	2	3487.619	1963.397	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	3	2923.778	1847.835	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	4	2917.037	2114.085	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	5	2557.656	1893.86	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	6	2588.42	2038.213	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	7	2563.597	1921.738	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	8	2608.412	2132.025	derived
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	9	2496.235	2155.931	derived
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	10	2719.364	1992.849	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	11	2716.424	2109.006	derived
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	12	2880.211	1933.589	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	13	2558.727	1898.887	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	14	2568.467	1944.588	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	15	2508.033	1993.841	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	16	3415.948	1910.047	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	17	3407.557	2018.082	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	18	3650.482	1798.138	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	19	3623.392	2146.922	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	20	3347.414	2218.033	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	21	3496.408	2219.726	clicked
AT_20260727T105734Z-00002	2026-07-27T10:59:52.298Z	AT	1.16.0	correct	measurements	T-26-0001	T-26-0001	T-26-0001	1	T-26-0001.jpeg	6000	4000	1	10	0.067112	22	2666.455	1941.386	clicked
